params,episode,cumulative_reward,mean_waiting_time
learning_rate:0.01,50,799.0,9.141299244283967
learning_rate:0.01,51,-52.0,8.578567933201818
learning_rate:0.01,52,321.0,8.508963177954906
learning_rate:0.01,53,-52.0,7.446932777576797
learning_rate:0.01,54,-76.0,7.4388155023281675
learning_rate:0.01,55,104.0,6.110298471097957
learning_rate:0.01,56,-256.0,5.464091796322107
learning_rate:0.01,57,-1794.0,5.2650367376156675
learning_rate:0.01,58,1862.0,5.039474364614895
learning_rate:0.01,59,37.0,4.655592760332167
learning_rate:0.01,60,108.0,6.677320679577575
learning_rate:0.01,61,-806.0,4.7995401791545005
learning_rate:0.01,62,768.0,4.947125911833254
learning_rate:0.01,63,-49.0,4.21001256771927
learning_rate:0.01,64,-1195.0,4.284726706360508
learning_rate:0.01,65,1161.0,4.432000679215067
learning_rate:0.01,66,51.0,4.380039505531531
learning_rate:0.01,67,3.0,4.6072894518951335
learning_rate:0.01,68,129.0,4.529267128594406
learning_rate:0.01,69,22.0,4.407482611789394
learning_rate:0.01,70,-410.0,3.7037283232521228
learning_rate:0.01,71,284.0,3.7836096127659564
learning_rate:0.01,72,-161.0,3.82261760667258
learning_rate:0.01,73,197.0,3.920400153664069
learning_rate:0.01,74,-153.0,3.537402605625408
learning_rate:0.01,75,162.0,3.640054080866382
learning_rate:0.01,76,-161.0,4.142450143902554
learning_rate:0.01,77,219.0,3.2989962927501297
learning_rate:0.01,78,-599.0,3.3200466309690757
learning_rate:0.01,79,629.0,3.836610789751667
learning_rate:0.01,80,-117.0,3.430883482894431
learning_rate:0.01,81,-98.0,3.489201982967066
learning_rate:0.01,82,-260.0,3.082497924168214
learning_rate:0.01,83,437.0,2.8820607334115205
learning_rate:0.01,84,-108.0,3.1424970245536947
learning_rate:0.01,85,141.0,2.8172849803283833
learning_rate:0.01,86,-79.0,3.0836287377212988
learning_rate:0.01,87,14.0,3.141187428208401
learning_rate:0.01,88,58.0,2.8571012058213183
learning_rate:0.01,89,-79.0,3.088125562323693
learning_rate:0.01,90,47.0,3.1390273238917397
learning_rate:0.01,91,40.0,2.7927890517034735
learning_rate:0.01,92,-19.0,2.9931078191567937
learning_rate:0.01,93,-142.0,2.706901837480633
learning_rate:0.01,94,-139.0,2.544602746549398
learning_rate:0.01,95,138.0,2.467058716393503
learning_rate:0.01,96,66.0,2.604604498199828
learning_rate:0.01,97,5.0,2.7173698330689056
learning_rate:0.01,98,80.0,2.648845330764414
learning_rate:0.01,99,-47.0,2.609113233444029
learning_rate:0.001,0,-3779.0,20.64323899132488
learning_rate:0.001,1,-4668.0,20.616596525744267
learning_rate:0.001,2,2585.0,19.20644200790266
learning_rate:0.001,3,5109.0,18.65496473508367
learning_rate:0.001,4,-6586.0,19.572315345813305
learning_rate:0.001,5,4638.0,18.13630294043013
learning_rate:0.001,6,-3364.0,19.603369660912435
learning_rate:0.001,7,5510.0,18.296012669178413
learning_rate:0.001,8,-3372.0,18.152532847976545
learning_rate:0.001,9,2483.0,18.307229454385478
learning_rate:0.001,10,-2388.0,17.022188748184977
learning_rate:0.001,11,2228.0,17.694701853437103
learning_rate:0.001,12,708.0,18.46635964260335
learning_rate:0.001,13,-651.0,16.710525095898024
learning_rate:0.001,14,694.0,16.38658539726703
learning_rate:0.001,15,-1663.0,17.33928482473006
learning_rate:0.001,16,-3269.0,17.119589203809323
learning_rate:0.001,17,4667.0,16.781623282572653
learning_rate:0.001,18,-5698.0,16.71527557231509
learning_rate:0.001,19,1162.0,15.948070521831776
learning_rate:0.001,20,3389.0,16.358141558427498
learning_rate:0.001,21,-2046.0,15.887875073537419
learning_rate:0.001,22,881.0,15.710729925260434
learning_rate:0.001,23,1986.0,15.916721835650229
learning_rate:0.001,24,-1005.0,15.589254250970761
learning_rate:0.001,25,-2165.0,15.187393073042871
learning_rate:0.001,26,1173.0,15.179282008662941
learning_rate:0.001,27,1107.0,15.074709963363778
learning_rate:0.001,28,-2394.0,15.112125353142167
learning_rate:0.001,29,1808.0,15.015159624696432
learning_rate:0.001,30,-3765.0,14.790677548490972
learning_rate:0.001,31,3043.0,14.362370850115424
learning_rate:0.001,32,732.0,13.86518690226003
learning_rate:0.001,33,987.0,14.224529914622519
learning_rate:0.001,34,-1263.0,13.497153062646005
learning_rate:0.001,35,1409.0,13.155157706441582
learning_rate:0.001,36,417.0,14.221830679645844
learning_rate:0.001,37,-175.0,14.222162867167357
learning_rate:0.001,38,-4123.0,14.26427568168252
learning_rate:0.001,39,3499.0,13.079564910120958
learning_rate:0.001,40,1269.0,13.54337622635881
learning_rate:0.001,41,-2082.0,13.130219519312384
learning_rate:0.001,42,52.0,12.902708457659836
learning_rate:0.001,43,1189.0,12.919676971591148
learning_rate:0.001,44,1121.0,12.41942739898303
learning_rate:0.001,45,-4542.0,12.758201828068893
learning_rate:0.001,46,2838.0,13.246740299340106
learning_rate:0.001,47,511.0,13.002194038757908
learning_rate:0.001,48,-291.0,12.11486716088892
learning_rate:0.001,49,1237.0,11.883390951246641
learning_rate:0.001,50,-2892.0,12.779988910318822
learning_rate:0.001,51,1151.0,12.715650834861545
learning_rate:0.001,52,-2894.0,12.419095932735292
learning_rate:0.001,53,4017.0,12.394529411119732
learning_rate:0.001,54,597.0,12.733920743831886
learning_rate:0.001,55,128.0,12.395679198244935
learning_rate:0.001,56,-1613.0,12.349306592421994
learning_rate:0.001,57,-632.0,11.931334628940526
learning_rate:0.001,58,-1757.0,12.30958929007036
learning_rate:0.001,59,3050.0,11.75433860450776
learning_rate:0.001,60,932.0,11.39745205935052
learning_rate:0.001,61,-1258.0,12.185143740765817
learning_rate:0.001,62,1068.0,11.696202062274214
learning_rate:0.001,63,-2810.0,12.595590476249479
learning_rate:0.001,64,-604.0,12.054566724996421
learning_rate:0.001,65,-2575.0,12.082316554000839
learning_rate:0.001,66,6211.0,12.479010319431461
learning_rate:0.001,67,95.0,11.713005365564836
learning_rate:0.001,68,-3405.0,11.319430345327845
learning_rate:0.001,69,2805.0,11.376077460098577
learning_rate:0.001,70,-1293.0,11.62165569358585
learning_rate:0.001,71,-205.0,10.875070257743289
learning_rate:0.001,72,689.0,11.310615589141186
learning_rate:0.001,73,1010.0,11.425065453553003
learning_rate:0.001,74,-1772.0,11.616158039795591
learning_rate:0.001,75,1054.0,10.989903607899375
learning_rate:0.001,76,461.0,11.179783763150144
learning_rate:0.001,77,943.0,11.376674253207728
learning_rate:0.001,78,-871.0,10.659059458434795
