params,episode,cumulative_reward,mean_waiting_time,elapsed_time
lane_info:halted,89,-25.0,1.787980834230466,22.70611882209778
lane_info:halted,90,12.0,1.9070160786354058,23.01391291618347
lane_info:halted,91,23.0,1.9830645650039342,23.010528802871704
lane_info:halted,92,-144.0,1.8848854563749693,23.00108551979065
lane_info:halted,93,20.0,1.9481121049477943,22.920592784881592
lane_info:halted,94,114.0,1.9443445604775302,23.052730798721313
lane_info:halted,95,-115.0,1.7677030612815723,22.805062294006348
lane_info:halted,96,68.0,1.8471135409986563,23.12308096885681
lane_info:halted,97,51.0,1.7523323462593556,22.97784972190857
lane_info:halted,98,13.0,1.8213256469062729,23.246886730194092
lane_info:halted,99,-6.0,1.7788061965289825,23.02497100830078
lane_info:waitingTime,0,-3277.0,20.335387090921756,109.49638342857361
