run,episode,cumulative_reward,mean_waiting_time,elapsed_time
0,0,-10098.0,18.16495684768949,49.38584589958191
0,1,7666.0,19.135127034866375,56.06841683387756
0,2,-2554.0,18.482962335923453,68.43166637420654
0,3,3819.0,19.336640064346327,71.50428080558777
0,4,135.0,18.57931433361849,68.3811526298523
0,5,-4367.0,18.296743481471992,74.63268852233887
0,6,-251.0,18.116881120072506,67.99089527130127
0,7,203.0,18.822691207199814,70.68803215026855
0,8,2659.0,16.95599856892031,74.62087655067444
0,9,-1409.0,17.424990743410785,55.519659757614136
0,10,2085.0,16.77747375303137,64.48468470573425
0,11,1059.0,15.889073015689027,53.05654859542847
0,12,-2193.0,15.425456207362458,49.58476424217224
0,13,-1912.0,16.334616341597293,70.53193163871765
0,14,4090.0,15.200620969595224,46.6162691116333
0,15,-200.0,15.707745812269446,51.010884284973145
0,16,-3726.0,15.574894664595268,54.86686635017395
0,17,1517.0,15.178111203881832,47.908698320388794
0,18,1972.0,15.61350608004618,54.53942680358887
0,19,-622.0,14.954997877172348,44.886857748031616
0,20,1326.0,15.195413697617264,57.48658752441406
0,21,-474.0,14.20800343315358,46.11408066749573
0,22,-93.0,14.442775841614875,46.65802001953125
0,23,763.0,13.714785417691763,46.99549698829651
0,24,-71.0,14.482931579297977,39.66807246208191
0,25,-4644.0,13.138117916152336,44.86886167526245
0,26,4780.0,12.957621256043497,44.11137080192566
0,27,-4528.0,11.969114789049886,37.796632528305054
0,28,3059.0,12.64765401554845,40.88312649726868
0,29,-140.0,12.205454863064015,39.04103469848633
0,30,1238.0,12.41270014517286,36.99288988113403
0,31,-2417.0,12.96504529416877,38.89537978172302
0,32,195.0,12.742970774313687,39.28914928436279
0,33,381.0,12.84202150856098,35.59688711166382
0,34,-2631.0,12.489876011682727,38.48080134391785
0,35,3058.0,11.66035235083314,33.37197709083557
0,36,1749.0,12.054389725925022,39.242804288864136
0,37,-4457.0,11.653697613463445,35.10744786262512
0,38,4496.0,11.117398484269112,33.96946620941162
0,39,-99.0,10.37769773968332,31.301398277282715
0,40,-1501.0,10.762204446423256,29.911587715148926
0,41,1362.0,11.000253179354488,35.44430756568909
0,42,-235.0,10.57769930671449,34.14421820640564
0,43,532.0,10.295910827207098,31.63778066635132
0,44,-349.0,11.346280801833794,33.66762137413025
0,45,-1011.0,10.825262396886014,32.746177673339844
0,46,321.0,10.771294022445952,31.51586127281189
0,47,-1298.0,10.8266680001748,33.01486253738403
0,48,1714.0,10.44164900764354,30.78332757949829
0,49,885.0,10.45989069147852,33.320340394973755
0,50,-1785.0,9.840959405252413,31.008829832077026
0,51,1748.0,9.444145992283747,29.049647331237793
0,52,-787.0,9.399702126029014,30.234771013259888
0,53,199.0,10.133225952799096,32.478046894073486
0,54,-1022.0,10.191965976706726,30.686954736709595
0,55,13.0,9.397217353758558,28.3233425617218
0,56,-222.0,8.78263465037132,27.901288270950317
0,57,1471.0,9.189148616062523,29.60478639602661
0,58,-1905.0,9.103269992980064,26.772109031677246
0,59,1983.0,8.924731420538862,27.241792917251587
0,60,-317.0,9.02148260903842,28.237031936645508
0,61,-1065.0,9.160814551304632,33.47664713859558
0,62,748.0,8.537406755984666,28.54831600189209
0,63,-495.0,8.108523100414484,27.677568435668945
0,64,1262.0,8.895746010478007,28.806190252304077
0,65,-578.0,8.64757268140318,27.363030672073364
0,66,762.0,7.888562373680353,27.070091724395752
0,67,-2375.0,8.91142838344974,27.82037091255188
0,68,2097.0,7.45759731287443,27.147752285003662
0,69,363.0,8.15733657130801,27.496493577957153
0,70,-633.0,6.882906961628094,24.417449235916138
0,71,322.0,7.428459666304398,26.149499654769897
0,72,236.0,6.7675591096297625,25.052683115005493
0,73,12.0,6.939545649573031,24.358469009399414
0,74,-227.0,7.819507611797509,27.66643261909485
0,75,-1997.0,8.145011357732928,27.49144983291626
0,76,1458.0,6.78540896832045,24.518442153930664
0,77,-547.0,7.080587824434712,24.99173855781555
0,78,1373.0,7.200804085576289,24.813687801361084
0,79,-336.0,6.961178108655815,25.19445490837097
0,80,267.0,6.41359079281553,24.530450344085693
0,81,-393.0,6.02241026309548,23.557801723480225
0,82,475.0,5.77987166141704,23.239686012268066
0,83,-539.0,6.023374923797042,25.690539836883545
0,84,-552.0,6.437889780566132,24.5997211933136
0,85,-19.0,5.222109205893416,22.84768009185791
0,86,1052.0,6.210533506676267,23.98731803894043
0,87,38.0,5.829583895616625,23.781519412994385
0,88,-116.0,5.50836625260654,24.097004413604736
0,89,49.0,4.968210056207016,22.580096006393433
0,90,38.0,5.054218569141491,23.07869791984558
0,91,-1047.0,6.437704780349209,25.20626735687256
0,92,719.0,5.389769817663985,23.042710542678833
0,93,-81.0,4.519757079230851,22.572596073150635
0,94,153.0,5.106812105786957,23.21037006378174
0,95,87.0,5.984024309750973,24.078752756118774
0,96,-806.0,4.74947103343621,22.98341202735901
0,97,1039.0,4.873663052200224,22.638802528381348
0,98,-114.0,4.006601903208461,22.311631679534912
0,99,-98.0,4.258399725706381,22.682697534561157
0,100,-1851.0,3.9306086557411297,22.074212074279785
0,101,2100.0,3.8526495284879445,22.23453640937805
0,102,-93.0,4.000795346778428,22.505900382995605
0,103,92.0,3.814787863032676,22.254951000213623
0,104,40.0,3.263380891458684,21.044522285461426
0,105,-312.0,3.9023849230741026,21.73944115638733
0,106,-16.0,4.089895672850342,22.960808277130127
0,107,119.0,3.82713662706496,22.238449096679688
0,108,-368.0,3.496638486165757,21.894815683364868
0,109,312.0,4.4010675505708,23.26505732536316
0,110,-65.0,3.6894014746339856,21.886312007904053
0,111,247.0,4.3990198200585136,23.68200707435608
0,112,-543.0,3.823951616910307,22.330005884170532
0,113,-142.0,3.5958154098076505,21.55132532119751
0,114,268.0,2.8294444846664315,20.890477657318115
0,115,312.0,3.4193919735496414,22.050503969192505
0,116,123.0,4.003563388367656,22.610460996627808
0,117,-14.0,2.9868051820518895,21.401678562164307
0,118,22.0,2.779260541018111,20.8427517414093
0,119,-108.0,3.5053550148430808,21.727014541625977
0,120,91.0,3.2031285071545432,21.225998640060425
0,121,-332.0,4.237553638073247,23.965352058410645
0,122,175.0,3.0513115235100967,21.124942779541016
0,123,225.0,3.1586228445472204,21.652042627334595
0,124,0.0,2.5752593824033556,20.70730471611023
0,125,-1016.0,2.9848690105391893,20.904306173324585
0,126,974.0,3.2031624199670152,21.727997064590454
0,127,-260.0,2.3813736916952046,20.564815282821655
0,128,301.0,2.976146479460709,21.703673362731934
0,129,2.0,2.4054401355093145,20.81766390800476
