episode,mean_acc_waiting_time,cumulative_reward,time,loss_value,waiting_time_95p
0,66.11819692563357,-2601.0166,44.38552212715149,190.2063446044922,195.34999999999945
1,51.05831903945111,-690.4845,39.732452630996704,156.80438232421875,152.0
2,35.38820479585224,140.89969,37.12294912338257,217.16680908203125,113.0
3,42.82064760302775,-632.743,42.89902877807617,187.79144287109375,140.0
4,26.291158210233355,89.73106,37.575650453567505,143.88555908203125,93.0
5,25.26849143334726,-527.89197,38.70047116279602,149.6060791015625,86.0
6,22.455627479640842,-51.210205,37.134588956832886,116.59762573242188,77.0
7,21.474605206999573,57.852802,37.80173707008362,118.65711975097656,80.0
8,20.45777207611717,-230.99844,39.5634388923645,98.81871795654297,73.0
9,19.469882147533827,10.69397,42.2667281627655,106.96553039550781,70.0
10,16.566213004968677,-934.03845,34.97717499732971,130.07891845703125,62.0
11,15.657312925170068,347.02725,34.54729437828064,130.23904418945312,59.0
12,12.534261016234451,320.55408,34.02081513404846,95.43446350097656,48.0
13,14.06112682184033,242.65205,34.06350374221802,84.30166625976562,52.0
14,15.184882971870303,-612.9143,34.1299192905426,84.73872375488281,56.0
15,17.453522920203735,333.62296,35.230902910232544,95.87171173095703,74.0
16,15.38126593033135,404.35852,35.340718030929565,61.53273391723633,60.0
17,11.934415858287643,69.82824,35.05397844314575,76.93830108642578,49.0
18,11.310913430245172,95.43149,34.576563119888306,80.83544921875,43.0
19,10.984258668368433,221.91052,34.416032552719116,76.93722534179688,43.0
20,10.130812690134723,148.47766,34.77608919143677,70.96974182128906,41.0
21,9.32697255574614,378.60477,34.60724377632141,57.929847717285156,36.849999999999454
22,9.034778875053671,101.82023,34.63117480278015,66.32804870605469,38.0
23,8.192558746736292,224.04448,34.868409395217896,55.06956481933594,32.25
24,7.997405405405406,382.4727,34.60440754890442,36.562904357910156,36.0
25,9.587659574468086,249.4148,34.615747928619385,81.62298583984375,40.0
26,8.87497277281638,326.80804,34.48393797874451,66.9599609375,35.0
27,9.037747920665387,403.85938,34.91531205177307,68.38087463378906,33.0
28,8.658662092624358,212.59355,35.101481437683105,73.60675048828125,35.849999999999454
29,10.321382007822686,124.12836,35.350276947021484,37.56324005126953,42.0
30,9.344739093242087,361.99152,34.628113746643066,54.117408752441406,36.0
31,10.276293103448277,387.13208,34.67959928512573,34.20756530761719,40.0
32,9.14738202973497,263.06595,34.56883096694946,52.48345184326172,39.0
33,9.102315789473684,353.42282,34.73789191246033,51.09941864013672,37.0
34,9.119072932170955,280.9819,34.71604585647583,45.47743225097656,36.0
35,8.810075026795284,234.99184,34.641525745391846,32.4012565612793,37.0
36,9.45964316057774,407.15915,34.684842586517334,48.475833892822266,35.0
37,10.24119012449884,342.5067,34.75814175605774,47.46754455566406,41.0
38,9.848755583918315,304.33615,35.07047915458679,49.338661193847656,40.0
39,8.111611933891393,342.7142,33.40115714073181,53.52547073364258,32.0
40,8.138286450504618,282.02756,31.73009967803955,33.894371032714844,34.0
41,9.890518940223341,397.66818,31.905712366104126,34.862674713134766,37.69999999999982
42,8.23882503192848,368.13208,31.81579089164734,35.8297233581543,34.0
43,9.705819654657855,-410.2472,31.86358952522278,28.95473289489746,38.0
44,9.195925444299956,382.86273,32.09382772445679,39.338470458984375,37.0
45,8.486354982018193,149.49913,31.85695242881775,53.03547668457031,36.0
46,12.132192513368985,373.08713,32.14264702796936,34.120826721191406,47.0
47,8.570498003782307,266.17664,32.0114164352417,35.384403228759766,33.0
48,9.595601045296167,330.51126,31.794437885284424,24.08407974243164,40.0
49,8.30999569151228,342.28616,31.8038969039917,37.444190979003906,32.0
