episode,mean_acc_waiting_time,cumulative_reward,time,loss_value,waiting_time_95p
0,82.58128802181666,-1143.9976,44.71529793739319,330.02569580078125,222.69999999999982
1,66.76154171961034,-2489.2273,39.37947225570679,326.30419921875,192.0
2,44.228755364806865,-1771.361,36.83510875701904,272.83428955078125,138.0
3,46.84348544290729,122.52818,37.351853370666504,262.30963134765625,150.0
4,33.00734368443139,-644.3411,35.833669662475586,192.15908813476562,106.0
5,35.509148264984226,303.78754,36.00545620918274,175.10745239257812,113.30000000000018
6,24.707676560900715,290.5463,34.910032510757446,165.20489501953125,86.0
7,24.17114967462039,298.0398,34.64032316207886,163.82923889160156,80.0
8,24.005182465990067,-2174.416,34.565314531326294,142.64389038085938,78.0
9,20.376842555009613,171.74146,34.666505575180054,158.25946044921875,72.0
10,16.996362858365426,391.23666,34.71169686317444,120.58916473388672,59.0
11,18.0,305.93558,34.545165061950684,138.43309020996094,58.55000000000018
12,15.839087809036657,139.71512,34.38397026062012,122.69192504882812,57.0
13,17.016156105749054,412.37445,34.59592795372009,115.95164489746094,59.75
14,14.113606911447084,37.029984,34.78857469558716,117.32174682617188,53.0
15,13.796753246753246,256.73035,34.941263914108276,94.19527435302734,50.05000000000018
16,12.227782571182054,356.54117,34.99574851989746,138.5673828125,45.0
17,12.676059322033899,367.0522,35.03642177581787,94.23626708984375,48.0
18,14.847186700767264,-200.62643,35.15612983703613,88.40148162841797,55.44999999999982
19,11.393182805036908,402.5647,34.082313537597656,93.79570770263672,46.0
20,10.106483469300128,298.46344,34.23746705055237,121.96372985839844,39.0
21,14.897271952259164,376.27237,36.452147245407104,92.23357391357422,62.0
22,12.955988150655946,-89.58127,37.596919298172,110.70909118652344,51.0
23,12.25139425139425,402.5627,35.767292499542236,96.25375366210938,43.0
24,9.233005464480874,109.4881,36.313457012176514,59.806610107421875,38.0
25,10.941368078175897,348.5434,37.269887924194336,98.31195068359375,43.0
26,10.839540926808143,166.33148,35.1032133102417,50.57239532470703,43.0
27,11.351660198361362,187.76488,32.06194305419922,77.23644256591797,43.0
28,9.336750272628136,415.61057,32.24540972709656,74.20097351074219,37.0
29,9.429535864978902,332.62872,31.86079430580139,47.94687271118164,37.05000000000018
30,10.154093441920274,281.3954,31.895866870880127,62.66761779785156,36.0
31,9.336801868761945,410.26105,31.999560832977295,53.45268630981445,38.0
32,9.398370497427102,375.242,31.818454265594482,61.93046569824219,38.0
33,8.152596032081046,66.29085,31.72590684890747,57.34785079956055,35.0
34,9.890979050876442,-82.04891,31.933892488479614,71.23751831054688,40.0
35,10.086708860759494,335.76846,31.955739974975586,53.12910461425781,43.0
36,10.299051633298209,398.71265,31.99083638191223,59.399169921875,40.80000000000018
37,8.952595452595453,348.151,31.786531686782837,48.96240997314453,37.0
38,10.4881822088526,415.60037,31.977403163909912,67.19058227539062,44.0
39,9.066292377456273,237.40678,31.943496704101562,49.023677825927734,38.0
40,10.640118618936667,306.2867,31.89476466178894,51.914283752441406,42.0
41,7.934516265314745,335.93658,31.747979164123535,48.98351287841797,36.0
42,8.61611876988335,199.23788,31.852152347564697,54.110591888427734,34.30000000000018
43,9.4376629018245,341.7974,31.83150005340576,54.9169921875,36.0
44,9.200470185937165,45.018757,31.870239734649658,48.805294036865234,37.0
45,9.817662007623888,413.036,31.875733137130737,32.31801223754883,40.0
46,12.409554140127389,-40.788498,32.29853796958923,50.204261779785156,48.0
47,21.37149917627677,162.44681,33.56640028953552,66.48346710205078,58.25
48,9.009065400388517,397.03607,31.842835903167725,45.33922576904297,36.0
49,8.4610278372591,360.90768,31.819199085235596,41.87051773071289,35.0
