episode,mean_acc_waiting_time,cumulative_reward,time,loss_value,waiting_time_95p
0,89.14902536155942,-2406.276,45.858891010284424,327.23907470703125,263.0
1,64.41835016835017,-500.04724,40.12800669670105,423.89849853515625,188.0
2,42.33735705209657,-1790.0381,36.931084394454956,430.6590881347656,136.94999999999982
3,36.28818143986683,-1681.9258,36.85033059120178,282.61114501953125,117.0
4,40.16276640200585,68.16017,37.60340857505798,165.07412719726562,136.75
5,26.989254108723134,-1449.8871,35.80311298370361,198.55487060546875,94.0
6,25.112855324565125,-463.1129,35.40480351448059,142.21585083007812,87.0
7,22.641031058525247,261.79184,34.670700550079346,162.17047119140625,78.39999999999964
8,22.840094440867137,-269.48413,34.92787265777588,139.47645568847656,82.0
9,17.78932584269663,193.3543,34.96197438240051,141.0699005126953,65.0
10,17.076344086021507,-453.19672,35.364054441452026,129.06884765625,64.0
11,19.147003549801628,186.47235,35.268994092941284,114.75423431396484,67.0
12,17.606881720430106,-171.74792,35.54387283325195,82.93622589111328,63.0
13,15.359756097560975,128.3701,35.62625980377197,106.75007629394531,54.0
14,11.723870967741936,-345.73462,36.180912494659424,115.23931121826172,43.55000000000018
15,13.378107283035325,343.76413,35.638516902923584,85.19223022460938,48.75
16,12.824318476849848,317.86633,34.75532865524292,79.8379135131836,48.0
17,12.399622007559849,272.8274,35.966796875,92.17083740234375,49.94999999999982
18,12.539927210447441,308.71164,34.281084060668945,93.56222534179688,51.0
19,10.380962753212808,338.31604,34.33429503440857,88.7969970703125,42.0
20,12.266213055496491,381.80698,34.96871542930603,85.2708740234375,45.899999999999636
21,13.109216490394992,406.85092,34.70150113105774,53.96266555786133,49.0
22,9.299854741647644,354.99588,32.60917282104492,65.00485229492188,35.0
23,11.014963659683625,132.52916,32.44699025154114,63.429229736328125,43.0
24,10.596875678021263,285.69913,34.151358127593994,43.545989990234375,41.0
25,9.648380129589633,364.45343,34.29663014411926,46.947689056396484,38.0
26,9.300153812348935,267.72607,35.111215591430664,55.33076477050781,34.0
27,10.075715800636267,103.07044,34.259679555892944,48.87117004394531,42.0
28,10.252747252747254,403.2192,36.81031394004822,47.1793098449707,42.0
29,9.471489361702128,294.25333,35.98223376274109,66.51081085205078,42.0
30,9.47815896015342,227.08302,36.43543195724487,40.142601013183594,41.0
31,10.52643582832262,369.82016,35.30642914772034,73.30857849121094,48.0
32,9.474295547429556,397.52756,34.16498827934265,46.976356506347656,39.0
33,9.723323492197386,263.94586,35.04549717903137,78.31803131103516,43.94999999999982
34,10.747049989272687,404.05637,35.31631398200989,65.46363067626953,45.0
35,9.172287862513427,302.63004,34.831411600112915,85.60395812988281,33.0
36,11.412104936996489,350.55835,36.024314641952515,33.08930206298828,48.0
37,9.836899563318777,399.58057,35.250192642211914,46.83620834350586,40.0
38,9.603565365025467,391.0225,36.16969084739685,99.78662109375,41.0
39,9.663066954643629,335.61188,34.33061385154724,32.285621643066406,42.0
40,8.144776766363242,283.8209,33.85875701904297,53.576141357421875,34.0
41,9.716688227684347,397.0767,35.15368723869324,40.50407409667969,38.0
42,8.458200382897257,362.29547,37.47118592262268,47.379669189453125,35.0
43,8.30100620852066,261.3171,35.176472902297974,53.329750061035156,36.0
44,8.953434471133587,195.46603,34.67368841171265,34.867408752441406,39.0
45,10.370497427101201,353.20905,33.85625624656677,47.801544189453125,43.0
46,9.78548421730728,363.98438,34.05280256271362,54.2136344909668,40.0
47,8.724189419795222,298.21848,33.69376063346863,41.144718170166016,35.0
48,8.807980599647266,16.056433,33.85483765602112,59.561180114746094,37.0
49,9.747219846022242,209.76344,33.705740213394165,64.52117919921875,39.0
