episode,cumulative_reward,mean_waiting_time
67,-475.0,8.128926988853664
68,-2413.0,8.310848453601684
69,2037.0,7.916609233724403
70,1289.0,7.093524333660658
71,-480.0,7.519527895327839
72,218.0,7.184003811410055
73,212.0,6.5873550348709715
74,-11.0,7.374259768791903
75,-103.0,7.262913067764627
76,-155.0,5.703757638983018
77,477.0,5.919970361494721
78,-659.0,6.401047889832618
79,744.0,5.473983494662318
80,-415.0,6.295558826883859
81,237.0,4.883051709931267
82,205.0,5.927939558261938
83,-621.0,5.5059879719564035
84,166.0,6.1271398071007175
85,367.0,5.032440468195359
86,-473.0,5.407240778488794
87,-49.0,7.1438823153133555
88,527.0,5.946271797278544
89,83.0,5.1329221830671825
90,42.0,4.7463338086993945
91,-83.0,4.449929161768106
92,-256.0,4.277925997801397
93,261.0,4.531729738706039
94,-852.0,5.238475615960863
95,149.0,6.640839626195441
96,-1393.0,5.5610888559746545
97,1182.0,4.063686649379558
98,-701.0,4.575544255421603
99,981.0,4.3507814385038674
100,636.0,3.9678198137466087
101,-244.0,3.40640068219427
102,164.0,4.457535083362419
103,111.0,3.7242898630747288
104,-17.0,3.488469377082765
105,-249.0,3.0777874147358517
106,-28.0,4.6280088043404435
107,241.0,3.062206961737081
108,-2161.0,3.709114921500952
109,1563.0,4.533407757037172
110,393.0,3.6685454589587825
111,-309.0,3.2852228389126474
112,-321.0,4.439443538839179
113,-1487.0,3.0179803783859316
114,2375.0,3.1535863095711285
115,-819.0,3.8127898941020533
116,728.0,3.483432438163746
117,73.0,2.9746259459578335
118,-820.0,4.2971885529677545
119,787.0,2.7648858663139086
120,-754.0,3.0235116843660887
121,819.0,2.7902501085512528
122,-82.0,3.6136427064645456
123,96.0,2.8176985497833833
124,-219.0,2.4764049197214484
125,-66.0,3.139189252637025
126,297.0,3.4014987268411168
127,-1104.0,2.7984788600938595
128,1015.0,3.545027176788269
129,-169.0,2.92462846942327
130,207.0,2.3135581813686943
131,44.0,2.314790144744936
132,-62.0,3.116336961653954
133,-39.0,2.9547967045637726
134,81.0,3.4375355040451674
135,-52.0,3.6556477198318267
136,-72.0,3.1916546981392577
137,-10.0,2.450855519870381
138,22.0,3.5735088066099308
139,140.0,2.442921545074077
140,-121.0,2.4923673976130183
141,-1134.0,3.128372896202716
142,1207.0,2.526917693120787
143,-101.0,2.3237787658616345
144,115.0,2.2367307470908564
145,-7.0,2.1669505668592937
146,-23.0,2.1313826426351348
147,-116.0,2.4011331538205094
148,177.0,2.4141693144710166
149,-126.0,2.2072829414838684
150,-18.0,2.207661629610877
151,-324.0,2.8635177250545794
152,378.0,3.2473315260209943
153,42.0,2.3330018905137466
154,-187.0,2.145439235845115
155,193.0,2.578417233997506
156,-84.0,2.3052801612674965
157,-83.0,2.1304805490136474
158,-21.0,2.0675840743973235
159,215.0,2.657094876321653
160,-15.0,1.8810275209976084
161,-276.0,1.8316938113785248
162,-26.0,2.175269636337957
163,261.0,3.1256247144368507
164,34.0,1.8071080921118994
165,27.0,2.4907564659803887
166,-23.0,1.9470031453920271
167,-102.0,2.426321497475882
168,41.0,2.180160207092898
169,60.0,2.1129406889774556
170,35.0,1.8813232998895886
171,-28.0,1.9224744557513225
172,-72.0,2.0137133094117456
173,80.0,1.9266034923960846
174,-150.0,2.138930854609083
175,13.0,1.9553233560820604
176,67.0,2.107127634262267
177,-622.0,1.9722462649667334
178,659.0,2.9356929159213494
179,-735.0,2.409401011014138
180,670.0,2.098729075014057
181,-54.0,1.9223013911113607
182,80.0,2.2203627144717886
183,-22.0,1.9493899837626503
184,107.0,2.2394833062382977
185,-34.0,1.7910009517881325
186,-111.0,2.1625613333706872
187,-216.0,2.169113765825001
188,251.0,2.0676348325800027
189,15.0,2.3929466355430393
190,52.0,1.9026830227202718
191,20.0,1.9262024113615739
192,39.0,2.061103149971548
193,-42.0,1.8032791640282753
194,-162.0,2.020815565682404
195,170.0,2.2142558064821953
196,24.0,2.2331939044001725
197,-10.0,2.223581398233212
198,-63.0,2.0150617912507904
199,-59.0,1.8413736740586082
