sim_step,mean_waiting_time,episode
535.0,0.20833333333333334,0
540.0,0.7391304347826086,0
545.0,1.3928571428571428,0
550.0,2.4,0
555.0,3.8333333333333335,0
560.0,5.25,0
565.0,0.29411764705882354,0
570.0,0.7297297297297297,0
575.0,1.7567567567567568,0
580.0,2.945945945945946,0
585.0,4.472222222222222,0
590.0,8.0,0
595.0,4.966666666666667,0
600.0,0.3125,0
605.0,0.8529411764705882,0
610.0,1.9411764705882353,0
615.0,3.5625,0
620.0,6.538461538461538,0
625.0,9.038461538461538,0
630.0,0.7857142857142857,0
635.0,0.0,0
640.0,0.0,0
645.0,0.0,0
650.0,0.14285714285714285,0
655.0,0.3548387096774194,0
660.0,0.7931034482758621,0
665.0,1.1,0
670.0,2.142857142857143,0
675.0,3.6285714285714286,0
680.0,5.416666666666667,0
685.0,8.205882352941176,0
690.0,10.583333333333334,0
695.0,6.078947368421052,0
700.0,0.3191489361702128,0
705.0,0.7,0
710.0,1.6538461538461537,0
715.0,2.5,0
720.0,2.109090909090909,0
725.0,3.480769230769231,0
730.0,1.3137254901960784,0
735.0,2.4166666666666665,0
740.0,4.534883720930233,0
745.0,6.511627906976744,0
750.0,9.35897435897436,0
755.0,12.583333333333334,0
760.0,11.818181818181818,0
765.0,0.2777777777777778,0
770.0,0.7428571428571429,0
775.0,1.736842105263158,0
780.0,2.3947368421052633,0
785.0,3.4473684210526314,0
790.0,3.810810810810811,0
795.0,0.5,0
800.0,1.1388888888888888,0
805.0,2.1578947368421053,0
810.0,3.473684210526316,0
815.0,4.9743589743589745,0
820.0,7.527777777777778,0
825.0,9.153846153846153,0
830.0,0.09523809523809523,0
835.0,0.5813953488372093,0
840.0,1.6875,0
845.0,2.54,0
850.0,4.333333333333333,0
855.0,5.5227272727272725,0
860.0,1.0,0
865.0,0.7,0
870.0,1.7450980392156863,0
875.0,3.630434782608696,0
880.0,6.512195121951219,0
885.0,10.216216216216216,0
890.0,11.875,0
895.0,6.589743589743589,0
900.0,1.675,0
905.0,0.42857142857142855,0
910.0,0.7674418604651163,0
915.0,1.1590909090909092,0
920.0,1.7272727272727273,0
925.0,0.38636363636363635,0
930.0,0.13513513513513514,0
935.0,0.6756756756756757,0
940.0,1.8823529411764706,0
945.0,3.2432432432432434,0
950.0,5.333333333333333,0
955.0,8.393939393939394,0
960.0,2.764705882352941,0
965.0,0.3157894736842105,0
970.0,0.5641025641025641,0
975.0,0.7727272727272727,0
980.0,1.1282051282051282,0
985.0,1.7777777777777777,0
990.0,3.066666666666667,0
995.0,0.23333333333333334,0
1000.0,0.5588235294117647,0
1005.0,1.3333333333333333,0
1010.0,2.375,0
1015.0,4.214285714285714,0
1020.0,5.935483870967742,0
1025.0,2.484848484848485,0
1030.0,0.0,0
1035.0,0.41025641025641024,0
1040.0,0.32558139534883723,0
1045.0,1.0,0
1050.0,2.0256410256410255,0
1055.0,3.5555555555555554,0
1060.0,1.3888888888888888,0
1065.0,2.6315789473684212,0
1070.0,4.828571428571428,0
1075.0,7.0,0
1080.0,10.121212121212121,0
1085.0,12.083333333333334,0
1090.0,10.54054054054054,0
1095.0,0.12195121951219512,0
1100.0,0.21739130434782608,0
1105.0,0.7291666666666666,0
1110.0,1.173913043478261,0
1115.0,2.025,0
1120.0,3.2051282051282053,0
1125.0,0.8333333333333334,0
1130.0,0.875,0
1135.0,1.6428571428571428,0
1140.0,3.0,0
1145.0,4.868421052631579,0
1150.0,7.444444444444445,0
1155.0,9.421052631578947,0
1160.0,0.16216216216216217,0
1165.0,0.16666666666666666,0
1170.0,0.5853658536585366,0
1175.0,0.575,0
1180.0,1.5,0
1185.0,2.586206896551724,0
1190.0,0.13793103448275862,0
1195.0,0.0,0
1200.0,0.0,0
1205.0,0.1875,0
1210.0,0.8064516129032258,0
1215.0,1.9310344827586208,0
1220.0,3.4642857142857144,0
1225.0,0.0,0
1230.0,0.28125,0
1235.0,0.7058823529411765,0
1240.0,1.3142857142857143,0
1245.0,2.4482758620689653,0
1250.0,3.64,0
1255.0,1.3928571428571428,0
1260.0,0.5925925925925926,0
1265.0,1.2857142857142858,0
1270.0,2.4642857142857144,0
1275.0,4.8076923076923075,0
1280.0,7.592592592592593,0
1285.0,9.8,0
1290.0,3.0,0
1295.0,0.25,0
1300.0,0.9473684210526315,0
1305.0,1.8604651162790697,0
1310.0,1.9069767441860466,0
1315.0,3.175,0
1320.0,4.5,0
1325.0,1.8421052631578947,0
1330.0,3.128205128205128,0
1335.0,4.769230769230769,0
1340.0,6.564102564102564,0
1345.0,7.6976744186046515,0
1350.0,11.236842105263158,0
1355.0,6.666666666666667,0
1360.0,0.08333333333333333,0
1365.0,0.21052631578947367,0
1370.0,1.024390243902439,0
1375.0,1.2926829268292683,0
1380.0,1.1,0
1385.0,1.9444444444444444,0
1390.0,0.8055555555555556,0
1395.0,2.2941176470588234,0
1400.0,4.117647058823529,0
1405.0,5.861111111111111,0
1410.0,8.647058823529411,0
1415.0,11.083333333333334,0
1420.0,10.64864864864865,0
1425.0,0.7560975609756098,0
1430.0,0.5952380952380952,0
1435.0,1.1136363636363635,0
1440.0,1.5348837209302326,0
1445.0,2.25,0
1450.0,3.911764705882353,0
1455.0,0.10344827586206896,0
1460.0,0.3103448275862069,0
1465.0,0.7037037037037037,0
1470.0,1.1481481481481481,0
1475.0,2.5,0
1480.0,3.772727272727273,0
1485.0,5.125,0
1490.0,0.12,0
1495.0,0.3448275862068966,0
1500.0,0.6551724137931034,0
1505.0,1.2758620689655173,0
1510.0,2.64,0
1515.0,3.6206896551724137,0
1520.0,0.14285714285714285,0
1525.0,0.14285714285714285,0
1530.0,0.9333333333333333,0
1535.0,1.6176470588235294,0
1540.0,2.8484848484848486,0
1545.0,4.5,0
1550.0,5.818181818181818,0
1555.0,0.3333333333333333,0
1560.0,0.4,0
1565.0,1.0731707317073171,0
1570.0,1.7619047619047619,0
1575.0,2.8780487804878048,0
1580.0,3.275,0
1585.0,1.85,0
1590.0,0.9230769230769231,0
1595.0,2.076923076923077,0
1600.0,3.1707317073170733,0
1605.0,5.486486486486487,0
1610.0,9.129032258064516,0
1615.0,12.433333333333334,0
1620.0,4.551724137931035,0
1625.0,0.625,0
1630.0,0.3,0
1635.0,0.5454545454545454,0
1640.0,0.8695652173913043,0
1645.0,1.5,0
1650.0,1.2325581395348837,0
1655.0,0.5526315789473685,0
1660.0,1.3181818181818181,0
1665.0,2.7560975609756095,0
1670.0,4.116279069767442,0
1675.0,7.162162162162162,0
1680.0,9.512820512820513,0
1685.0,5.926829268292683,0
1690.0,0.30952380952380953,0
1695.0,0.3953488372093023,0
1700.0,0.5217391304347826,0
1705.0,0.6086956521739131,0
1710.0,1.2325581395348837,0
1715.0,1.5,0
1720.0,0.7297297297297297,0
1725.0,2.027027027027027,0
1730.0,3.8,0
1735.0,5.3076923076923075,0
1740.0,7.35,0
1745.0,9.380952380952381,0
1750.0,8.511627906976743,0
1755.0,0.7111111111111111,0
1760.0,0.9574468085106383,0
1765.0,1.74,0
1770.0,2.6666666666666665,0
1775.0,4.488372093023256,0
1780.0,7.081081081081081,0
1785.0,1.1388888888888888,0
1790.0,0.2571428571428571,0
1795.0,0.7777777777777778,0
1800.0,1.435897435897436,0
1805.0,2.5833333333333335,0
1810.0,3.9722222222222223,0
1815.0,5.861111111111111,0
1820.0,0.19444444444444445,0
1825.0,0.0,0
1830.0,0.19444444444444445,0
1835.0,0.32432432432432434,0
1840.0,0.7941176470588235,0
1845.0,1.2352941176470589,0
1850.0,0.0,0
1855.0,0.125,0
1860.0,0.7272727272727273,0
1865.0,1.84375,0
1870.0,3.21875,0
1875.0,5.678571428571429,0
1880.0,7.793103448275862,0
1885.0,0.12903225806451613,0
1890.0,0.0,0
1895.0,0.2222222222222222,0
1900.0,0.1794871794871795,0
1905.0,0.5641025641025641,0
1910.0,1.3888888888888888,0
1915.0,1.1142857142857143,0
1920.0,0.3333333333333333,0
1925.0,1.1875,0
1930.0,2.5161290322580645,0
1935.0,3.606060606060606,0
1940.0,6.103448275862069,0
1945.0,8.724137931034482,0
1950.0,1.6470588235294117,0
1955.0,0.2972972972972973,0
1960.0,1.0256410256410255,0
1965.0,1.7142857142857142,0
1970.0,2.6315789473684212,0
1975.0,4.382352941176471,0
1980.0,6.117647058823529,0
1985.0,0.2,0
1990.0,0.8484848484848485,0
1995.0,1.5588235294117647,0
2000.0,2.323529411764706,0
2005.0,4.482758620689655,0
2010.0,7.5,0
2015.0,2.72,0
2020.0,0.0,0
2025.0,0.1935483870967742,0
2030.0,0.5,0
2035.0,1.1724137931034482,0
2040.0,2.3703703703703702,0
2045.0,4.083333333333333,0
2050.0,0.0,0
2055.0,0.5384615384615384,0
2060.0,1.4,0
2065.0,1.8928571428571428,0
2070.0,3.3461538461538463,0
2075.0,6.043478260869565,0
2080.0,4.409090909090909,0
2085.0,0.0,0
2090.0,0.32142857142857145,0
2095.0,0.6666666666666666,0
2100.0,1.2580645161290323,0
2105.0,2.1333333333333333,0
2110.0,3.0,0
2115.0,0.08571428571428572,0
2120.0,0.35135135135135137,0
2125.0,1.1714285714285715,0
2130.0,2.6470588235294117,0
2135.0,5.333333333333333,0
2140.0,7.741935483870968,0
2145.0,9.457142857142857,0
2150.0,0.16216216216216217,0
2155.0,0.24324324324324326,0
2160.0,0.5581395348837209,0
2165.0,1.2272727272727273,0
2170.0,2.275,0
2175.0,3.638888888888889,0
2180.0,1.2903225806451613,0
2185.0,0.6451612903225806,0
2190.0,1.8064516129032258,0
2195.0,2.838709677419355,0
2200.0,4.833333333333333,0
2205.0,7.642857142857143,0
2210.0,11.36,0
2215.0,0.08333333333333333,0
2220.0,0.0,0
2225.0,0.0,0
2230.0,0.10344827586206896,0
2235.0,0.3333333333333333,0
2240.0,0.8,0
2245.0,0.0,0
2250.0,0.09523809523809523,0
2255.0,0.28,0
2260.0,0.8076923076923077,0
2265.0,2.3333333333333335,0
2270.0,4.04,0
2275.0,5.5,0
2280.0,0.42857142857142855,0
2285.0,0.25,0
2290.0,0.5625,0
2295.0,0.8181818181818182,0
2300.0,1.9655172413793103,0
2305.0,3.72,0
2310.0,7.444444444444445,0
2315.0,0.2857142857142857,0
2320.0,0.5,0
2325.0,0.84,0
2330.0,1.4615384615384615,0
2335.0,2.727272727272727,0
2340.0,3.6956521739130435,0
2345.0,0.2222222222222222,0
2350.0,0.06666666666666667,0
2355.0,0.3793103448275862,0
2360.0,1.0,0
2365.0,1.837837837837838,0
2370.0,3.176470588235294,0
2375.0,4.470588235294118,0
2380.0,0.18181818181818182,0
2385.0,0.8484848484848485,0
2390.0,2.1142857142857143,0
2395.0,3.71875,0
2400.0,5.242424242424242,0
2405.0,7.766666666666667,0
2410.0,6.448275862068965,0
2415.0,0.02857142857142857,0
2420.0,0.46153846153846156,0
2425.0,1.0930232558139534,0
2430.0,1.5625,0
2435.0,2.6136363636363638,0
2440.0,3.8666666666666667,0
2445.0,0.7045454545454546,0
2450.0,1.0930232558139534,0
2455.0,2.1707317073170733,0
2460.0,3.395348837209302,0
2465.0,5.023255813953488,0
2470.0,7.45,0
2475.0,9.30952380952381,0
2480.0,0.5217391304347826,0
2485.0,0.3125,0
2490.0,0.76,0
2495.0,1.5918367346938775,0
2500.0,2.9767441860465116,0
2505.0,4.8108108108108105,0
2510.0,1.696969696969697,0
2515.0,0.1935483870967742,0
2520.0,1.0344827586206897,0
2525.0,2.5357142857142856,0
2530.0,4.84,0
2535.0,8.333333333333334,0
2540.0,9.916666666666666,0
2545.0,0.6086956521739131,0
2550.0,0.32,0
2555.0,0.5161290322580645,0
2560.0,0.5806451612903226,0
2565.0,0.7931034482758621,0
2570.0,1.434782608695652,0
2575.0,0.38461538461538464,0
2580.0,0.0,0
2585.0,0.30434782608695654,0
2590.0,1.0869565217391304,0
2595.0,2.375,0
2600.0,4.12,0
2605.0,5.464285714285714,0
2610.0,0.0,0
2615.0,0.4838709677419355,0
2620.0,1.25,0
2625.0,2.03125,0
2630.0,2.727272727272727,0
2635.0,4.2592592592592595,0
2640.0,5.407407407407407,0
2645.0,0.13043478260869565,0
2650.0,0.36,0
2655.0,1.1071428571428572,0
2660.0,2.206896551724138,0
2665.0,4.0,0
2670.0,6.076923076923077,0
2675.0,2.0,0
2680.0,0.20689655172413793,0
2685.0,0.7,0
2690.0,1.1612903225806452,0
2695.0,1.896551724137931,0
2700.0,3.0,0
2705.0,3.5217391304347827,0
2710.0,0.11538461538461539,0
2715.0,0.6521739130434783,0
2720.0,1.75,0
2725.0,3.375,0
2730.0,5.2,0
2735.0,6.714285714285714,0
2740.0,5.2,0
2745.0,0.0,0
2750.0,0.0,0
2755.0,0.05714285714285714,0
2760.0,0.21875,0
2765.0,0.6206896551724138,0
2770.0,1.65,0
2775.0,0.0,0
2780.0,0.5882352941176471,0
2785.0,1.25,0
2790.0,2.1,0
2795.0,3.7777777777777777,0
2800.0,4.304347826086956,0
2805.0,5.44,0
2810.0,0.2692307692307692,0
2815.0,0.6333333333333333,0
2820.0,1.6206896551724137,0
2825.0,2.838709677419355,0
2830.0,4.6,0
2835.0,6.15625,0
2840.0,2.4054054054054053,0
2845.0,0.1388888888888889,0
2850.0,0.9230769230769231,0
2855.0,1.8695652173913044,0
2860.0,2.4583333333333335,0
2865.0,4.282608695652174,0
2870.0,6.217391304347826,0
2875.0,0.9591836734693877,0
2880.0,0.717391304347826,0
2885.0,1.7608695652173914,0
2890.0,2.893617021276596,0
2895.0,4.162790697674419,0
2900.0,5.142857142857143,0
2905.0,3.4324324324324325,0
2910.0,0.42857142857142855,0
2915.0,1.4864864864864864,0
2920.0,2.4871794871794872,0
2925.0,3.973684210526316,0
2930.0,6.085714285714285,0
2935.0,8.909090909090908,0
2940.0,1.8181818181818181,0
2945.0,0.0,0
2950.0,0.14285714285714285,0
2955.0,0.2777777777777778,0
2960.0,0.48484848484848486,0
2965.0,1.375,0
2970.0,3.0,0
2975.0,0.0,0
2980.0,0.13043478260869565,0
2985.0,0.4166666666666667,0
2990.0,1.037037037037037,0
2995.0,2.074074074074074,0
3000.0,3.1333333333333333,0
3005.0,0.9705882352941176,0
3010.0,0.1875,0
3015.0,0.5161290322580645,0
3020.0,1.09375,0
3025.0,2.161290322580645,0
3030.0,3.642857142857143,0
3035.0,3.8214285714285716,0
3040.0,0.36,0
3045.0,1.2916666666666667,0
3050.0,2.44,0
3055.0,4.166666666666667,0
3060.0,6.416666666666667,0
3065.0,7.714285714285714,0
3070.0,5.290322580645161,0
3075.0,0.0,0
3080.0,0.3076923076923077,0
3085.0,0.7804878048780488,0
3090.0,1.525,0
3095.0,2.2,0
3100.0,3.3823529411764706,0
3105.0,0.1875,0
3110.0,0.65625,0
3115.0,1.2941176470588236,0
3120.0,2.142857142857143,0
3125.0,4.107142857142857,0
3130.0,6.730769230769231,0
3135.0,9.23076923076923,0
3140.0,0.19230769230769232,0
3145.0,0.6206896551724138,0
3150.0,0.9310344827586207,0
3155.0,1.5,0
3160.0,2.3846153846153846,0
3165.0,3.625,0
3170.0,0.0,0
3175.0,0.375,0
3180.0,1.2,0
3185.0,2.5384615384615383,0
3190.0,4.48,0
3195.0,6.5,0
3200.0,7.387096774193548,0
3205.0,0.12121212121212122,0
3210.0,0.48484848484848486,0
3215.0,1.0,0
3220.0,1.525,0
3225.0,2.7777777777777777,0
3230.0,4.285714285714286,0
3235.0,3.2857142857142856,0
3240.0,0.17647058823529413,0
3245.0,0.75,0
3250.0,1.5128205128205128,0
3255.0,2.302325581395349,0
3260.0,3.857142857142857,0
3265.0,6.45945945945946,0
3270.0,2.282051282051282,0
3275.0,0.1951219512195122,0
3280.0,0.9545454545454546,0
3285.0,1.3555555555555556,0
3290.0,2.0,0
3295.0,2.8636363636363638,0
3300.0,3.6341463414634148,0
3305.0,0.16666666666666666,0
3310.0,0.6216216216216216,0
3315.0,1.6857142857142857,0
3320.0,3.1621621621621623,0
3325.0,5.666666666666667,0
3330.0,8.741935483870968,0
3335.0,5.03125,0
3340.0,0.12121212121212122,0
3345.0,0.9411764705882353,0
3350.0,1.7272727272727273,0
3355.0,2.0285714285714285,0
3360.0,3.0285714285714285,0
3365.0,4.625,0
3370.0,0.5161290322580645,0
3375.0,1.0666666666666667,0
3380.0,1.6363636363636365,0
3385.0,2.0,0
3390.0,3.3636363636363638,0
3395.0,5.482758620689655,0
3400.0,3.413793103448276,0
3405.0,0.26666666666666666,0
3410.0,0.5294117647058824,0
3415.0,1.0606060606060606,0
3420.0,1.8333333333333333,0
3425.0,2.5,0
3430.0,3.84,0
3435.0,0.0,0
3440.0,0.2692307692307692,0
3445.0,0.9642857142857143,0
3450.0,2.4375,0
3455.0,5.103448275862069,0
3460.0,7.566666666666666,0
3465.0,9.205882352941176,0
3470.0,1.9393939393939394,0
3475.0,0.0,0
3480.0,0.23529411764705882,0
3485.0,0.6216216216216216,0
3490.0,1.0833333333333333,0
3495.0,1.5588235294117647,0
3500.0,0.030303030303030304,0
3505.0,0.41935483870967744,0
3510.0,1.088235294117647,0
3515.0,1.7105263157894737,0
3520.0,3.257142857142857,0
3525.0,5.264705882352941,0
3530.0,8.3,0
3535.0,0.5862068965517241,0
3540.0,0.9117647058823529,0
3545.0,1.3333333333333333,0
3550.0,2.0256410256410255,0
3555.0,2.945945945945946,0
3560.0,4.294117647058823,0
3565.0,2.6875,0
3570.0,1.34375,0
3575.0,2.3636363636363638,0
3580.0,3.1052631578947367,0
3585.0,4.8,0
3590.0,6.5588235294117645,0
3595.0,9.3125,0
3600.0,1.9,0
3605.0,0.05405405405405406,0
3610.0,0.32432432432432434,0
3615.0,0.6666666666666666,0
3620.0,1.3333333333333333,0
3625.0,2.5,0
3630.0,3.793103448275862,0
3635.0,0.39285714285714285,0
3640.0,1.15625,0
3645.0,1.9428571428571428,0
3650.0,3.433333333333333,0
3655.0,5.392857142857143,0
3660.0,7.607142857142857,0
3665.0,3.4814814814814814,0
3670.0,0.034482758620689655,0
3675.0,0.6060606060606061,0
3680.0,0.8157894736842105,0
3685.0,0.8461538461538461,0
3690.0,1.606060606060606,0
3695.0,2.4285714285714284,0
3700.0,0.02631578947368421,0
3705.0,0.5588235294117647,0
3710.0,1.3142857142857143,0
3715.0,1.7179487179487178,0
3720.0,2.6341463414634148,0
3725.0,4.368421052631579,0
3730.0,3.7,0
3735.0,0.15,0
3740.0,0.5,0
3745.0,0.9777777777777777,0
3750.0,1.7777777777777777,0
3755.0,2.7027027027027026,0
3760.0,4.117647058823529,0
3765.0,0.32432432432432434,0
3770.0,1.0,0
3775.0,1.8888888888888888,0
3780.0,2.7777777777777777,0
3785.0,4.057142857142857,0
3790.0,6.0625,0
3795.0,7.764705882352941,0
3800.0,0.2894736842105263,0
3805.0,0.6744186046511628,0
3810.0,1.4782608695652173,0
3815.0,2.227272727272727,0
3820.0,2.6097560975609757,0
3825.0,3.6052631578947367,0
3830.0,0.7954545454545454,0
3835.0,0.6976744186046512,0
3840.0,1.4285714285714286,0
3845.0,2.9,0
3850.0,5.764705882352941,0
3855.0,8.636363636363637,0
3860.0,11.71875,0
3865.0,1.2424242424242424,0
3870.0,0.2222222222222222,0
3875.0,0.47368421052631576,0
3880.0,0.5853658536585366,0
3885.0,1.2564102564102564,0
3890.0,2.142857142857143,0
3895.0,0.8529411764705882,0
3900.0,0.7352941176470589,0
3905.0,1.7741935483870968,0
3910.0,2.5135135135135136,0
3915.0,4.4375,0
3920.0,6.7,0
3925.0,9.678571428571429,0
3930.0,1.9375,0
3935.0,0.358974358974359,0
3940.0,0.7441860465116279,0
3945.0,0.8181818181818182,0
3950.0,1.255813953488372,0
3955.0,2.275,0
3960.0,3.8947368421052633,0
3965.0,0.08571428571428572,0
3970.0,0.38235294117647056,0
3975.0,1.1875,0
3980.0,2.257142857142857,0
3985.0,4.03030303030303,0
3990.0,6.387096774193548,0
3995.0,3.064516129032258,0
4000.0,0.08333333333333333,0
4005.0,0.20512820512820512,0
4010.0,0.5121951219512195,0
4015.0,1.0810810810810811,0
4020.0,2.2,0
4025.0,3.4285714285714284,0
4030.0,0.38235294117647056,0
4035.0,0.8888888888888888,0
4040.0,1.6571428571428573,0
4045.0,2.054054054054054,0
4050.0,3.108108108108108,0
4055.0,5.151515151515151,0
4060.0,3.6451612903225805,0
4065.0,0.0,0
4070.0,0.0,0
4075.0,0.0,0
4080.0,0.1388888888888889,0
4085.0,0.3333333333333333,0
4090.0,0.76,0
4095.0,0.17857142857142858,0
4100.0,0.7857142857142857,0
4105.0,1.8928571428571428,0
4110.0,3.4516129032258065,0
4115.0,6.266666666666667,0
4120.0,8.454545454545455,0
4125.0,11.028571428571428,0
4130.0,1.7105263157894737,0
4135.0,0.02564102564102564,0
4140.0,0.20512820512820512,0
4145.0,0.45,0
4150.0,0.7777777777777778,0
4155.0,1.5925925925925926,0
4160.0,0.16666666666666666,0
4165.0,0.5,0
4170.0,1.0344827586206897,0
4175.0,1.5454545454545454,0
4180.0,2.727272727272727,0
4185.0,4.083333333333333,0
4190.0,5.805555555555555,0
4195.0,0.17073170731707318,0
4200.0,0.14634146341463414,0
4205.0,0.4186046511627907,0
4210.0,0.9545454545454546,0
4215.0,1.6153846153846154,0
4220.0,3.090909090909091,0
4225.0,2.1875,0
4230.0,0.5333333333333333,0
4235.0,1.1,0
4240.0,1.84375,0
4245.0,3.5555555555555554,0
4250.0,5.68,0
4255.0,6.724137931034483,0
4260.0,0.9393939393939394,0
4265.0,0.35135135135135137,0
4270.0,0.7368421052631579,0
4275.0,1.15,0
4280.0,2.0,0
4285.0,3.787878787878788,0
4290.0,6.535714285714286,0
4295.0,0.2,0
4300.0,0.6538461538461539,0
4305.0,1.1851851851851851,0
4310.0,1.8928571428571428,0
4315.0,3.24,0
4320.0,6.2,0
4325.0,1.3333333333333333,0
4330.0,0.5,0
4335.0,1.064516129032258,0
4340.0,1.6764705882352942,0
4345.0,2.5294117647058822,0
4350.0,3.757575757575758,0
4355.0,5.827586206896552,0
4360.0,0.0,0
4365.0,0.21875,0
4370.0,0.875,0
4375.0,1.6666666666666667,0
4380.0,2.75,0
4385.0,5.458333333333333,0
4390.0,3.16,0
4395.0,0.5925925925925926,0
4400.0,1.2666666666666666,0
4405.0,2.15625,0
4410.0,3.212121212121212,0
4415.0,5.033333333333333,0
4420.0,6.46875,0
4425.0,0.23333333333333334,0
4430.0,0.1,0
4435.0,0.59375,0
4440.0,1.4722222222222223,0
4445.0,2.657142857142857,0
4450.0,4.724137931034483,0
4455.0,6.3,0
4460.0,0.0,0
4465.0,0.28125,0
4470.0,0.4411764705882353,0
4475.0,0.6842105263157895,0
4480.0,1.393939393939394,0
4485.0,2.730769230769231,0
4490.0,0.04,0
4495.0,0.25,0
4500.0,0.5714285714285714,0
4505.0,1.0666666666666667,0
4510.0,1.8666666666666667,0
4515.0,3.03125,0
4520.0,4.628571428571429,0
4525.0,1.0571428571428572,0
4530.0,0.16279069767441862,0
4535.0,0.7333333333333333,0
4540.0,0.8837209302325582,0
4545.0,1.4545454545454546,0
4550.0,2.5,0
4555.0,1.6923076923076923,0
4560.0,1.8055555555555556,0
4565.0,2.914285714285714,0
4570.0,4.78125,0
4575.0,7.0,0
4580.0,10.538461538461538,0
4585.0,10.575757575757576,0
4590.0,1.8484848484848484,0
4595.0,0.0,0
4600.0,0.23529411764705882,0
4605.0,0.8421052631578947,0
4610.0,2.161290322580645,0
4615.0,3.642857142857143,0
4620.0,5.64,0
4625.0,0.3076923076923077,0
4630.0,0.6666666666666666,0
4635.0,1.1724137931034482,0
4640.0,2.5357142857142856,0
4645.0,4.8076923076923075,0
4650.0,6.925925925925926,0
4655.0,2.225806451612903,0
4660.0,0.125,0
4665.0,0.4666666666666667,0
4670.0,0.875,0
4675.0,1.3870967741935485,0
4680.0,2.1481481481481484,0
4685.0,3.6363636363636362,0
4690.0,0.0,0
4695.0,0.12,0
4700.0,1.0434782608695652,0
4705.0,2.56,0
4710.0,4.782608695652174,0
4715.0,6.423076923076923,0
4720.0,4.7,0
4725.0,0.0,0
4730.0,0.02857142857142857,0
4735.0,0.2682926829268293,0
4740.0,0.4772727272727273,0
4745.0,0.9230769230769231,0
4750.0,1.5757575757575757,0
4755.0,0.1935483870967742,0
4760.0,0.8666666666666667,0
4765.0,1.6551724137931034,0
4770.0,2.65625,0
4775.0,4.517241379310345,0
4780.0,6.814814814814815,0
4785.0,9.185185185185185,0
4790.0,0.5806451612903226,0
4795.0,0.7352941176470589,0
4800.0,1.7352941176470589,0
4805.0,2.5789473684210527,0
4810.0,2.764705882352941,0
4815.0,4.32258064516129,0
4820.0,0.41935483870967744,0
4825.0,0.5483870967741935,0
4830.0,1.28125,0
4835.0,2.0294117647058822,0
4840.0,3.1515151515151514,0
4845.0,5.148148148148148,0
4850.0,7.68,0
4855.0,0.10714285714285714,0
4860.0,0.40625,0
4865.0,0.7419354838709677,0
4870.0,1.0,0
4875.0,2.2,0
